variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
40,chocolate-habanero,pepper,9,January,January,March,April,,,June,August
40,chocolate-habanero,pepper,10,January,January,February,March,,,June,August
40,chocolate-habanero,pepper,11,January,January,January,February,,,May,July
40,chocolate-habanero,pepper,12,January,January,January,February,,,May,July
40,chocolate-habanero,pepper,13,January,January,January,February,,,May,July
41,hungarian-hot-wax,pepper,1,May,May,July,August,,,September,August
41,hungarian-hot-wax,pepper,2,April,May,June,July,,,September,September
41,hungarian-hot-wax,pepper,3,April,April,June,July,,,August,October
41,hungarian-hot-wax,pepper,4,March,April,June,June,,,August,October
41,hungarian-hot-wax,pepper,5,March,March,May,June,,,August,October
41,hungarian-hot-wax,pepper,6,March,March,May,June,,,July,September
41,hungarian-hot-wax,pepper,7,February,March,April,May,,,July,September
41,hungarian-hot-wax,pepper,8,February,February,April,May,,,June,August
41,hungarian-hot-wax,pepper,9,January,January,March,April,,,May,July
41,hungarian-hot-wax,pepper,10,January,January,February,March,,,May,July
41,hungarian-hot-wax,pepper,11,January,January,January,February,,,April,June
41,hungarian-hot-wax,pepper,12,January,January,January,February,,,April,June
41,hungarian-hot-wax,pepper,13,January,January,January,February,,,April,June
42,sweet-italian-pepper-marconi-rosso,pepper,1,May,May,July,August,,,October,August
42,sweet-italian-pepper-marconi-rosso,pepper,2,April,May,June,July,,,September,September
42,sweet-italian-pepper-marconi-rosso,pepper,3,April,April,June,July,,,September,October
42,sweet-italian-pepper-marconi-rosso,pepper,4,March,April,June,June,,,September,October
42,sweet-italian-pepper-marconi-rosso,pepper,5,March,March,May,June,,,August,October
42,sweet-italian-pepper-marconi-rosso,pepper,6,March,March,May,June,,,August,October
42,sweet-italian-pepper-marconi-rosso,pepper,7,February,March,April,May,,,July,September
42,sweet-italian-pepper-marconi-rosso,pepper,8,February,February,April,May,,,July,September
42,sweet-italian-pepper-marconi-rosso,pepper,9,January,January,March,April,,,June,August
42,sweet-italian-pepper-marconi-rosso,pepper,10,January,January,February,March,,,May,July
42,sweet-italian-pepper-marconi-rosso,pepper,11,January,January,January,February,,,April,June
42,sweet-italian-pepper-marconi-rosso,pepper,12,January,January,January,February,,,April,June
42,sweet-italian-pepper-marconi-rosso,pepper,13,January,January,January,February,,,April,June
43,carolina-reaper,pepper,1,May,May,July,August,,,November,August
43,carolina-reaper,pepper,2,April,May,June,July,,,October,September
43,carolina-reaper,pepper,3,April,April,June,July,,,October,October
43,carolina-reaper,pepper,4,March,April,June,June,,,September,October
43,carolina-reaper,pepper,5,March,March,May,June,,,September,October
43,carolina-reaper,pepper,6,March,March,May,June,,,September,November
43,carolina-reaper,pepper,7,February,March,April,May,,,August,October
43,carolina-reaper,pepper,8,February,February,April,May,,,August,October
43,carolina-reaper,pepper,9,January,January,March,April,,,July,September
43,carolina-reaper,pepper,10,January,January,February,March,,,June,August
43,carolina-reaper,pepper,11,January,January,January,February,,,May,July
43,carolina-reaper,pepper,12,January,January,January,February,,,May,July
43,carolina-reaper,pepper,13,January,January,January,February,,,May,July
44,padron-pepper,pepper,1,May,May,July,August,,,September,August
44,padron-pepper,pepper,2,April,May,June,July,,,September,September
44,padron-pepper,pepper,3,April,April,June,July,,,August,October
44,padron-pepper,pepper,4,March,April,June,June,,,August,October
44,padron-pepper,pepper,5,March,March,May,June,,,August,October
44,padron-pepper,pepper,6,March,March,May,June,,,July,September
44,padron-pepper,pepper,7,February,March,April,May,,,July,September
44,padron-pepper,pepper,8,February,February,April,May,,,June,August
44,padron-pepper,pepper,9,January,January,March,April,,,May,July
44,padron-pepper,pepper,10,January,January,February,March,,,May,July
44,padron-pepper,pepper,11,January,January,January,February,,,April,June
44,padron-pepper,pepper,12,January,January,January,February,,,April,June
44,padron-pepper,pepper,13,January,January,January,February,,,April,June
45,purple-beauty-bell-pepper,pepper,1,May,May,July,August,,,September,August
45,purple-beauty-bell-pepper,pepper,2,April,May,June,July,,,September,September
45,purple-beauty-bell-pepper,pepper,3,April,April,June,July,,,August,October
45,purple-beauty-bell-pepper,pepper,4,March,April,June,June,,,August,October
45,purple-beauty-bell-pepper,pepper,5,March,March,May,June,,,August,October
45,purple-beauty-bell-pepper,pepper,6,March,March,May,June,,,July,September
45,purple-beauty-bell-pepper,pepper,7,February,March,April,May,,,July,September
45,purple-beauty-bell-pepper,pepper,8,February,February,April,May,,,June,August
45,purple-beauty-bell-pepper,pepper,9,January,January,March,April,,,May,July
45,purple-beauty-bell-pepper,pepper,10,January,January,February,March,,,May,July
45,purple-beauty-bell-pepper,pepper,11,January,January,January,February,,,April,June
45,purple-beauty-bell-pepper,pepper,12,January,January,January,February,,,April,June
45,purple-beauty-bell-pepper,pepper,13,January,January,January,February,,,April,June
46,black-seeded-simpson,lettuce,1,,,,,June,July,July,September
46,black-seeded-simpson,lettuce,2,,,,,May,July,July,September
46,black-seeded-simpson,lettuce,3,,,,,May,June,June,October
46,black-seeded-simpson,lettuce,4,,,,,April,June,June,October
46,black-seeded-simpson,lettuce,5,,,,,April,May,May,November
46,black-seeded-simpson,lettuce,6,,,,,April,May,May,November
46,black-seeded-simpson,lettuce,7,,,,,March,May,May,November
46,black-seeded-simpson,lettuce,8,,,,,March,April,April,December
46,black-seeded-simpson,lettuce,9,,,,,February,March,March,December
46,black-seeded-simpson,lettuce,10,,,,,January,March,March,December
46,black-seeded-simpson,lettuce,11,,,,,January,February,February,December
46,black-seeded-simpson,lettuce,12,,,,,January,February,February,December
46,black-seeded-simpson,lettuce,13,,,,,January,February,February,December
47,buttercrunch,lettuce,1,,,,,June,July,August,September
47,buttercrunch,lettuce,2,,,,,May,July,July,September
47,buttercrunch,lettuce,3,,,,,May,June,July,October
47,buttercrunch,lettuce,4,,,,,April,June,June,October
47,buttercrunch,lettuce,5,,,,,April,May,June,November
47,buttercrunch,lettuce,6,,,,,April,May,June,November
47,buttercrunch,lettuce,7,,,,,March,May,May,November
47,buttercrunch,lettuce,8,,,,,March,April,May,December
47,buttercrunch,lettuce,9,,,,,February,March,April,December
47,buttercrunch,lettuce,10,,,,,January,March,March,December
47,buttercrunch,lettuce,11,,,,,January,February,February,December
47,buttercrunch,lettuce,12,,,,,January,February,February,December
47,buttercrunch,lettuce,13,,,,,January,February,February,December
48,romaine-cos,lettuce,1,,,,,June,July,August,September
48,romaine-cos,lettuce,2,,,,,May,July,August,September
48,romaine-cos,lettuce,3,,,,,May,June,July,October
48,romaine-cos,lettuce,4,,,,,April,June,July,October
48,romaine-cos,lettuce,5,,,,,April,May,July,November
48,romaine-cos,lettuce,6,,,,,April,May,June,November
48,romaine-cos,lettuce,7,,,,,March,May,June,November
48,romaine-cos,lettuce,8,,,,,March,April,May,December
48,romaine-cos,lettuce,9,,,,,February,March,April,December
48,romaine-cos,lettuce,10,,,,,January,March,April,December
48,romaine-cos,lettuce,11,,,,,January,February,March,December
48,romaine-cos,lettuce,12,,,,,January,February,March,December
48,romaine-cos,lettuce,13,,,,,January,February,March,December
49,red-sails,lettuce,1,,,,,June,July,July,September
49,red-sails,lettuce,2,,,,,May,July,July,September
49,red-sails,lettuce,3,,,,,May,June,June,October
49,red-sails,lettuce,4,,,,,April,June,June,October
49,red-sails,lettuce,5,,,,,April,May,June,November
49,red-sails,lettuce,6,,,,,April,May,May,November
49,red-sails,lettuce,7,,,,,March,May,May,November
49,red-sails,lettuce,8,,,,,March,April,April,December
49,red-sails,lettuce,9,,,,,February,March,March,December
49,red-sails,lettuce,10,,,,,January,March,March,December
49,red-sails,lettuce,11,,,,,January,February,February,December
49,red-sails,lettuce,12,,,,,January,February,February,December
49,red-sails,lettuce,13,,,,,January,February,February,December
50,iceberg,lettuce,1,,,,,June,July,August,September
50,iceberg,lettuce,2,,,,,May,July,August,September
50,iceberg,lettuce,3,,,,,May,June,July,October
50,iceberg,lettuce,4,,,,,April,June,July,October
50,iceberg,lettuce,5,,,,,April,May,July,November
50,iceberg,lettuce,6,,,,,April,May,June,November
50,iceberg,lettuce,7,,,,,March,May,June,November
50,iceberg,lettuce,8,,,,,March,April,May,December
50,iceberg,lettuce,9,,,,,February,March,April,December
50,iceberg,lettuce,10,,,,,January,March,April,December
50,iceberg,lettuce,11,,,,,January,February,March,December
50,iceberg,lettuce,12,,,,,January,February,March,December
50,iceberg,lettuce,13,,,,,January,February,March,December
51,great-lakes,lettuce,1,,,,,June,July,August,September
51,great-lakes,lettuce,2,,,,,May,July,August,September
51,great-lakes,lettuce,3,,,,,May,June,July,October
51,great-lakes,lettuce,4,,,,,April,June,July,October
51,great-lakes,lettuce,5,,,,,April,May,July,November
51,great-lakes,lettuce,6,,,,,April,May,June,November
51,great-lakes,lettuce,7,,,,,March,May,June,November
51,great-lakes,lettuce,8,,,,,March,April,May,December
51,great-lakes,lettuce,9,,,,,February,March,April,December
51,great-lakes,lettuce,10,,,,,January,March,April,December
51,great-lakes,lettuce,11,,,,,January,February,March,December
51,great-lakes,lettuce,12,,,,,January,February,March,December
51,great-lakes,lettuce,13,,,,,January,February,March,December
52,oak-leaf,lettuce,1,,,,,June,July,July,September
52,oak-leaf,lettuce,2,,,,,May,July,July,September
52,oak-leaf,lettuce,3,,,,,May,June,June,October
52,oak-leaf,lettuce,4,,,,,April,June,June,October
52,oak-leaf,lettuce,5,,,,,April,May,June,November
52,oak-leaf,lettuce,6,,,,,April,May,May,November
52,oak-leaf,lettuce,7,,,,,March,May,May,November
52,oak-leaf,lettuce,8,,,,,March,April,April,December
52,oak-leaf,lettuce,9,,,,,February,March,March,December
52,oak-leaf,lettuce,10,,,,,January,March,March,December
52,oak-leaf,lettuce,11,,,,,January,February,February,December
52,oak-leaf,lettuce,12,,,,,January,February,February,December
52,oak-leaf,lettuce,13,,,,,January,February,February,December
53,little-gem,lettuce,1,,,,,June,July,July,September
53,little-gem,lettuce,2,,,,,May,July,June,September
53,little-gem,lettuce,3,,,,,May,June,July,October
53,little-gem,lettuce,4,,,,,April,June,June,October
53,little-gem,lettuce,5,,,,,April,May,June,November
53,little-gem,lettuce,6,,,,,April,May,June,November
53,little-gem,lettuce,7,,,,,March,May,May,November
53,little-gem,lettuce,8,,,,,March,April,May,December
53,little-gem,lettuce,9,,,,,February,March,April,December
53,little-gem,lettuce,10,,,,,January,March,March,December
53,little-gem,lettuce,11,,,,,January,February,January,December
53,little-gem,lettuce,12,,,,,January,February,January,December
53,little-gem,lettuce,13,,,,,January,February,January,December
54,salanova-green-crispy,lettuce,1,,,,,June,July,August,September
54,salanova-green-crispy,lettuce,2,,,,,May,July,July,September
54,salanova-green-crispy,lettuce,3,,,,,May,June,July,October
54,salanova-green-crispy,lettuce,4,,,,,April,June,June,October
54,salanova-green-crispy,lettuce,5,,,,,April,May,June,November
54,salanova-green-crispy,lettuce,6,,,,,April,May,June,November
54,salanova-green-crispy,lettuce,7,,,,,March,May,May,November
54,salanova-green-crispy,lettuce,8,,,,,March,April,May,December
54,salanova-green-crispy,lettuce,9,,,,,February,March,April,December
54,salanova-green-crispy,lettuce,10,,,,,January,March,March,December
54,salanova-green-crispy,lettuce,11,,,,,January,February,February,December
54,salanova-green-crispy,lettuce,12,,,,,January,February,February,December
54,salanova-green-crispy,lettuce,13,,,,,January,February,February,December
55,red-velvet,lettuce,1,,,,,June,July,July,September
55,red-velvet,lettuce,2,,,,,May,July,July,September
55,red-velvet,lettuce,3,,,,,May,June,June,October
55,red-velvet,lettuce,4,,,,,April,June,June,October
55,red-velvet,lettuce,5,,,,,April,May,June,November
55,red-velvet,lettuce,6,,,,,April,May,May,November
55,red-velvet,lettuce,7,,,,,March,May,May,November
55,red-velvet,lettuce,8,,,,,March,April,April,December
55,red-velvet,lettuce,9,,,,,February,March,March,December
55,red-velvet,lettuce,10,,,,,January,March,March,December
55,red-velvet,lettuce,11,,,,,January,February,February,December
55,red-velvet,lettuce,12,,,,,January,February,February,December
55,red-velvet,lettuce,13,,,,,January,February,February,December
56,green-leaf,lettuce,1,,,,,June,July,July,September
56,green-leaf,lettuce,2,,,,,May,July,July,September
56,green-leaf,lettuce,3,,,,,May,June,June,October
56,green-leaf,lettuce,4,,,,,April,June,June,October
